Count,sender,sender_id,receiver,receiver_id,amount,currency,Mt,year,direction,category,send region,receiver region,mx/mt
5617,Abu Dhabi Commercial Bank,ADCBMEAD03P,Bank of America,BOABAPYTBUG,931847.0,JPY,MT760,2023,Incoming,Retail Payment,Middle East,Africa,MT
5618,Industrial and Commercial Bank of China,IACBCASEWNX,First Abu Dhabi Bank,FADBMEA2699,7121077.0,JPY,MT103,2018,Outgoing,Treasury Operations,Caribbean,Middle East,MT
5619,Industrial and Commercial Bank of China,IACBCASEWNX,Abu Dhabi Islamic Bank,ADIBMEAAD1L,3842.24,USD,MT103,2020,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
5620,BNP Paribas,BPBNSAGC7SV,Mashreq Bank,MBMAMEAE4ZY,27555.46,AED,MT103,2023,Incoming,Corporate Payment,South Asia,Middle East,MT
5621,Wells Fargo,WFWENAPH7O1,Emirates NBD,ENEMMEA6RXO,4539.65,EUR,MT700,2022,Incoming,Trade Finance,North America,Southeast Asia,MT
5622,HSBC,HSBCSAJE8V3,Abu Dhabi Islamic Bank,ADIBMEAAD1L,87074.93,AED,MT940,2019,Outgoing,Treasury Operations,South Asia,Middle East,MT
5623,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,4776.01,USD,MT910,2021,Outgoing,Interbank Settlement,South Asia,Middle East,MT
5624,Bank of China,BOCBLAUE3HB,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,1204.24,AUD,MT202,2020,Outgoing,Corporate Payment,Latin America,Latin America,MT
5625,Wells Fargo,WFWENAPH7O1,National Bank of Fujairah,NBOFMEAE56L,16512.69,AUD,MT202,2018,Incoming,Treasury Operations,North America,Middle East,MT
5626,Credit Suisse,CSCREUD3JR5,HSBC,HSBCSAJE8V3,14686.19,EUR,MT910,2023,Outgoing,Loan Disbursement,Europe,Europe,MT
5627,Dubai Islamic Bank,DIBDMEA5E82,Emirates NBD,ENEMMEA6RXO,63598.06,USD,MT910,2022,Outgoing,FX Settlement,Middle East,Middle East,MT
5628,HSBC,HSBCSAJE8V3,National Bank of Fujairah,NBOFMEAE56L,28236.92,USD,MT799,2023,Incoming,Treasury Operations,South Asia,Middle East,MT
5629,Deutsche Bank,DBDEAFDWKG7,Emirates NBD,ENEMMEA6RXO,27354.26,USD,MT103,2016,Outgoing,FX Settlement,Africa,Asia Pacific,MT
5630,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Fujairah,NBOFMEAE56L,23303.42,USD,MT700,2022,Incoming,Trade Finance,Caribbean,Middle East,MT
5631,Citibank,CCITCSAWGWT,First Abu Dhabi Bank,FADBMEA2699,3572542.0,JPY,MT760,2022,Outgoing,Investment,Central Asia,Middle East,MT
5632,Barclays,BBARCAJJO3R,First Abu Dhabi Bank,FADBMEA2699,24683.28,USD,MT103,2017,Outgoing,Retail Payment,Caribbean,Middle East,MT
5633,UBS,UBSXCAE3O4P,Mashreq Bank,MBMAMEAE4ZY,197660.36,AED,MT103,2016,Incoming,FX Settlement,Caribbean,Middle East,MT
5634,Abu Dhabi Commercial Bank,ADCBMEAD03P,RAK Bank,RBRAMEAANF7,127288.16,USD,MT910,2020,Incoming,Loan Disbursement,Middle East,Middle East,MT
5635,Bank of America,BOABAPYTBUG,Abu Dhabi Commercial Bank,ADCBMEAD03P,22587.93,EUR,MT700,2018,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
5636,Credit Suisse,CSCREUD3JR5,United Arab Bank,UABUMEAPCIA,10320.31,EUR,MT700,2015,Outgoing,Treasury Operations,Europe,Middle East,MT
5637,Industrial and Commercial Bank of China,IACBCASEWNX,Emirates NBD,ENEMMEA6RXO,2484.59,USD,MT760,2016,Incoming,Interbank Settlement,Caribbean,Middle East,MT
5638,JPMorgan Chase,JCJPCSPOOGD,Emirates NBD,ENEMMEA6RXO,5171.79,AUD,MT700,2015,Incoming,Retail Payment,Central Asia,Middle East,MT
5639,Dubai Islamic Bank,DIBDMEA5E82,RAK Bank,RBRAMEAANF7,29449.65,GBP,MT910,2023,Incoming,Interbank Settlement,Middle East,Middle East,MT
5640,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,86820.13,AED,MT700,2021,Outgoing,Corporate Payment,Europe,Middle East,MT
5641,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Fujairah,NBOFMEAE56L,2945.24,USD,MT202,2020,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
5642,Bank of China,BOCBLAUE3HB,National Bank of Fujairah,NBOFMEAE56L,9069.77,USD,MT202,2015,Incoming,Investment,Latin America,Middle East,MT
5643,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Mashreq Bank,MBMAMEAE4ZY,58588.0,USD,MT103,2019,Incoming,Investment,Asia Pacific,Middle East,MT
5644,Industrial and Commercial Bank of China,IACBCASEWNX,Credit Suisse,CSCREUD3JR5,238478.53,CHF,MT940,2015,Outgoing,Trade Finance,Caribbean,Southeast Asia,MT
5645,Emirates NBD,ENEMMEA6RXO,RAK Bank,RBRAMEAANF7,4218.26,GBP,MT700,2023,Incoming,Interbank Settlement,Middle East,Middle East,MT
5646,Royal Bank of Canada,RBOCAPJ0UHW,Mashreq Bank,MBMAMEAE4ZY,70355.0,USD,MT202,2021,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
5647,Standard Chartered,SCSTSAJOP2N,HSBC,HSBCSAJE8V3,4027.44,CNY,MT940,2023,Outgoing,Treasury Operations,South Asia,Southeast Asia,MT
5648,Wells Fargo,WFWENAPH7O1,Mashreq Bank,MBMAMEAE4ZY,5868.77,GBP,MT799,2015,Incoming,FX Settlement,North America,Caribbean,MT
5649,Morgan Stanley,MSMOAFSRT5V,HSBC,HSBCSAJE8V3,21279.46,EUR,MT950,2015,Incoming,Trade Finance,Africa,Caribbean,MT
5650,Credit Suisse,CSCREUD3JR5,Dubai Islamic Bank,DIBDMEA5E82,35754.62,SGD,MT799,2021,Incoming,Interbank Settlement,Europe,Middle East,MT
5651,Emirates NBD,ENEMMEA6RXO,Commercial Bank of Dubai,CBODMEA7WUU,3308.43,USD,MT910,2018,Incoming,Loan Disbursement,Middle East,Middle East,MT
5652,Wells Fargo,WFWENAPH7O1,Morgan Stanley,MSMOAFSRT5V,23365.94,USD,MT910,2021,Outgoing,Trade Finance,North America,Central Asia,MT
5653,BNP Paribas,BPBNSAGC7SV,Royal Bank of Canada,RBOCAPJ0UHW,109120.55,AED,MT799,2015,Incoming,Interbank Settlement,South Asia,Europe,MT
5654,Royal Bank of Canada,RBOCAPJ0UHW,Wells Fargo,WFWENAPH7O1,65528.75,GBP,MT760,2021,Incoming,Corporate Payment,Asia Pacific,Africa,MT
5655,Goldman Sachs,GSGOAPYB7P0,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,2050.85,GBP,MT940,2021,Outgoing,Treasury Operations,Asia Pacific,Central Asia,MT
5656,Bank of China,BOCBLAUE3HB,Royal Bank of Canada,RBOCAPJ0UHW,4043.75,GBP,MT103,2018,Outgoing,FX Settlement,Latin America,Europe,MT
5657,Credit Suisse,CSCREUD3JR5,First Abu Dhabi Bank,FADBMEA2699,15235.89,USD,MT940,2017,Incoming,Retail Payment,Europe,Middle East,MT
5658,Emirates NBD,ENEMMEA6RXO,First Abu Dhabi Bank,FADBMEA2699,1273.79,USD,MT950,2015,Outgoing,Corporate Payment,Middle East,Middle East,MT
5659,Emirates NBD,ENEMMEA6RXO,Bank of China,BOCBLAUE3HB,74303.26,USD,MT103,2019,Incoming,FX Settlement,Middle East,Latin America,MT
5660,HSBC,HSBCSAJE8V3,Emirates NBD,ENEMMEA6RXO,42005.14,USD,MT700,2015,Incoming,Interbank Settlement,South Asia,Middle East,MT
5661,UBS,UBSXCAE3O4P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,161088.88,CNY,MT700,2015,Outgoing,Treasury Operations,Caribbean,Middle East,MT
5662,Barclays,BBARCAJJO3R,Goldman Sachs,GSGOAPYB7P0,2801.38,CHF,MT910,2019,Outgoing,Loan Disbursement,Caribbean,Caribbean,MT
5663,Royal Bank of Canada,RBOCAPJ0UHW,Abu Dhabi Commercial Bank,ADCBMEAD03P,106652.83,USD,MT950,2020,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
5664,Mashreq Bank,MBMAMEAE4ZY,First Abu Dhabi Bank,FADBMEA2699,152125.45,EUR,MT202,2017,Outgoing,Treasury Operations,Middle East,Middle East,MT
5665,Wells Fargo,WFWENAPH7O1,Morgan Stanley,MSMOAFSRT5V,60308.88,USD,MT799,2017,Incoming,Investment,North America,Asia Pacific,MT
5666,UBS,UBSXCAE3O4P,Bank of China,BOCBLAUE3HB,13338.65,USD,MT103,2016,Incoming,FX Settlement,Caribbean,South Asia,MT
5667,Royal Bank of Canada,RBOCAPJ0UHW,Abu Dhabi Commercial Bank,ADCBMEAD03P,6953.47,SGD,MT103,2019,Outgoing,FX Settlement,Asia Pacific,Middle East,MT
5668,Dubai Islamic Bank,DIBDMEA5E82,Dubai Islamic Bank,DIBDMEA5E82,29661.15,AUD,MT950,2020,Incoming,Corporate Payment,Middle East,Middle East,MT
5669,Bank of America,BOABAPYTBUG,United Arab Bank,UABUMEAPCIA,35242.12,USD,MT202,2019,Outgoing,Investment,Asia Pacific,Middle East,MT
5670,Bank of China,BOCBLAUE3HB,Dubai Islamic Bank,DIBDMEA5E82,27019.03,USD,MT103,2015,Outgoing,Trade Finance,Latin America,Middle East,MT
5671,BNP Paribas,BPBNSAGC7SV,United Arab Bank,UABUMEAPCIA,94347.37,AED,MT700,2016,Outgoing,Corporate Payment,South Asia,Middle East,MT
5672,Deutsche Bank,DBDEAFDWKG7,Commercial Bank of Dubai,CBODMEA7WUU,15889.31,GBP,MT950,2020,Incoming,Investment,Africa,Middle East,MT
5673,JPMorgan Chase,JCJPCSPOOGD,Sharjah Islamic Bank,SIBSMEAWAQ7,110716.62,SGD,MT950,2015,Outgoing,Trade Finance,Central Asia,Middle East,MT
5674,JPMorgan Chase,JCJPCSPOOGD,BNP Paribas,BPBNSAGC7SV,1533702.0,JPY,MT202,2015,Outgoing,Loan Disbursement,Central Asia,Latin America,MT
5675,Standard Chartered,SCSTSAJOP2N,Mashreq Bank,MBMAMEAE4ZY,35727.95,USD,MT799,2023,Incoming,Investment,South Asia,Middle East,MT
5676,Bank of America,BOABAPYTBUG,Sharjah Islamic Bank,SIBSMEAWAQ7,15236.89,USD,MT950,2018,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
5677,Deutsche Bank,DBDEAFDWKG7,JPMorgan Chase,JCJPCSPOOGD,12320.88,USD,MT910,2016,Incoming,Loan Disbursement,Africa,Asia Pacific,MT
5678,Bank of China,BOCBLAUE3HB,Bank of America,BOABAPYTBUG,4875.17,EUR,MT950,2017,Incoming,Investment,Latin America,Europe,MT
5679,First Abu Dhabi Bank,FADBMEA2699,Standard Chartered,SCSTSAJOP2N,2132409.0,JPY,MT799,2022,Outgoing,FX Settlement,Middle East,Southeast Asia,MT
5680,Bank of China,BOCBLAUE3HB,Sharjah Islamic Bank,SIBSMEAWAQ7,9851.66,CAD,MT799,2016,Outgoing,Treasury Operations,Latin America,Middle East,MT
5681,JPMorgan Chase,JCJPCSPOOGD,Abu Dhabi Commercial Bank,ADCBMEAD03P,27746.54,USD,MT950,2018,Outgoing,FX Settlement,Central Asia,Middle East,MT
5682,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,22521.97,USD,MT700,2017,Incoming,Treasury Operations,South Asia,Middle East,MT
5683,HSBC,HSBCSAJE8V3,United Arab Bank,UABUMEAPCIA,1336.25,USD,MT950,2018,Incoming,Trade Finance,South Asia,Middle East,MT
5684,First Abu Dhabi Bank,FADBMEA2699,Standard Chartered,SCSTSAJOP2N,4697620.0,JPY,MT103,2015,Outgoing,Loan Disbursement,Middle East,Caribbean,MT
5685,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,30058.57,USD,MT950,2021,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
5686,UBS,UBSXCAE3O4P,Sharjah Islamic Bank,SIBSMEAWAQ7,475707.2,AED,MT103,2017,Outgoing,Retail Payment,Caribbean,Middle East,MT
5687,Bank of America,BOABAPYTBUG,Bank of China,BOCBLAUE3HB,9283.39,USD,MT910,2019,Outgoing,Trade Finance,Asia Pacific,Central Asia,MT
5688,JPMorgan Chase,JCJPCSPOOGD,Mashreq Bank,MBMAMEAE4ZY,13849.11,USD,MT700,2019,Incoming,Investment,Central Asia,Middle East,MT
5689,First Abu Dhabi Bank,FADBMEA2699,Sharjah Islamic Bank,SIBSMEAWAQ7,5222.03,GBP,MT760,2020,Incoming,Loan Disbursement,Middle East,Middle East,MT
5690,Wells Fargo,WFWENAPH7O1,First Abu Dhabi Bank,FADBMEA2699,84307.68,EUR,MT700,2021,Outgoing,Interbank Settlement,North America,Middle East,MT
5691,Barclays,BBARCAJJO3R,National Bank of Fujairah,NBOFMEAE56L,760.12,GBP,MT910,2020,Incoming,Trade Finance,Caribbean,Middle East,MT
5692,Abu Dhabi Commercial Bank,ADCBMEAD03P,Mashreq Bank,MBMAMEAE4ZY,30296.64,USD,MT940,2018,Outgoing,FX Settlement,Middle East,Middle East,MT
5693,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,5613.5,USD,MT700,2019,Incoming,Loan Disbursement,Europe,Middle East,MT
5694,Industrial and Commercial Bank of China,IACBCASEWNX,Emirates NBD,ENEMMEA6RXO,38030.53,USD,MT202,2021,Outgoing,Treasury Operations,Caribbean,Middle East,MT
5695,HSBC,HSBCSAJE8V3,First Abu Dhabi Bank,FADBMEA2699,41339.1,USD,MT799,2015,Incoming,Loan Disbursement,South Asia,Middle East,MT
5696,First Abu Dhabi Bank,FADBMEA2699,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,35041.33,EUR,MT760,2023,Outgoing,Trade Finance,Middle East,Middle East,MT
5697,HSBC,HSBCSAJE8V3,Goldman Sachs,GSGOAPYB7P0,17086.82,EUR,MT910,2015,Outgoing,Corporate Payment,South Asia,Southeast Asia,MT
5698,Bank of America,BOABAPYTBUG,Abu Dhabi Commercial Bank,ADCBMEAD03P,20138.24,USD,MT202,2018,Incoming,FX Settlement,Asia Pacific,Middle East,MT
5699,Barclays,BBARCAJJO3R,United Arab Bank,UABUMEAPCIA,1381342.0,JPY,MT799,2023,Incoming,Trade Finance,Caribbean,Middle East,MT
5700,JPMorgan Chase,JCJPCSPOOGD,Abu Dhabi Commercial Bank,ADCBMEAD03P,88323.83,AED,MT950,2016,Outgoing,Interbank Settlement,Central Asia,Middle East,MT
5701,Morgan Stanley,MSMOAFSRT5V,Mashreq Bank,MBMAMEAE4ZY,60191.19,AED,MT103,2019,Outgoing,Investment,Africa,Middle East,MT
5702,Mashreq Bank,MBMAMEAE4ZY,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,14200.3,USD,MT103,2020,Incoming,Treasury Operations,Middle East,Middle East,MT
5703,UBS,UBSXCAE3O4P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,4960.83,EUR,MT950,2020,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
5704,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,46808.34,EUR,MT950,2017,Incoming,Loan Disbursement,Africa,Europe,MT
5705,Abu Dhabi Commercial Bank,ADCBMEAD03P,National Bank of Fujairah,NBOFMEAE56L,137688.59,USD,MT910,2022,Outgoing,Treasury Operations,Middle East,Middle East,MT
5706,UBS,UBSXCAE3O4P,Abu Dhabi Islamic Bank,ADIBMEAAD1L,11766.21,EUR,MT940,2020,Incoming,FX Settlement,Caribbean,Middle East,MT
5707,Goldman Sachs,GSGOAPYB7P0,Mashreq Bank,MBMAMEAE4ZY,2071.43,USD,MT202,2015,Incoming,FX Settlement,Asia Pacific,Middle East,MT
5708,Goldman Sachs,GSGOAPYB7P0,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,16250.61,USD,MT910,2017,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
5709,BNP Paribas,BPBNSAGC7SV,RAK Bank,RBRAMEAANF7,45464.77,AED,MT799,2020,Incoming,FX Settlement,South Asia,Middle East,MT
5710,Emirates NBD,ENEMMEA6RXO,Sharjah Islamic Bank,SIBSMEAWAQ7,3206.05,EUR,MT940,2021,Outgoing,Trade Finance,Middle East,Middle East,MT
5711,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Islamic Bank,ADIBMEAAD1L,18184.58,USD,MT103,2017,Outgoing,Interbank Settlement,Middle East,Middle East,MT
5712,BNP Paribas,BPBNSAGC7SV,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,55047.96,GBP,MT910,2021,Incoming,Loan Disbursement,South Asia,Southeast Asia,MT
5713,Bank of China,BOCBLAUE3HB,Emirates NBD,ENEMMEA6RXO,421734.0,JPY,MT202,2016,Incoming,Corporate Payment,Latin America,Middle East,MT
5714,Morgan Stanley,MSMOAFSRT5V,Sharjah Islamic Bank,SIBSMEAWAQ7,280117.18,EUR,MT760,2021,Incoming,Loan Disbursement,Africa,Middle East,MT
5715,Barclays,BBARCAJJO3R,United Arab Bank,UABUMEAPCIA,19606.17,AED,MT103,2018,Outgoing,Retail Payment,Caribbean,Middle East,MT
5716,Citibank,CCITCSAWGWT,Abu Dhabi Commercial Bank,ADCBMEAD03P,23612.83,GBP,MT950,2015,Incoming,FX Settlement,Central Asia,Middle East,MT
5717,Dubai Islamic Bank,DIBDMEA5E82,RAK Bank,RBRAMEAANF7,39736.27,USD,MT940,2021,Outgoing,Corporate Payment,Middle East,Middle East,MT
5718,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Commercial Bank,ADCBMEAD03P,24982710.0,JPY,MT202,2019,Incoming,Investment,Middle East,Middle East,MT
5719,Deutsche Bank,DBDEAFDWKG7,Mashreq Bank,MBMAMEAE4ZY,5853.29,USD,MT202,2021,Outgoing,Loan Disbursement,Africa,Middle East,MT
5720,Bank of America,BOABAPYTBUG,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,6440.86,USD,MT950,2022,Outgoing,Trade Finance,Asia Pacific,Middle East,MT
5721,Barclays,BBARCAJJO3R,Emirates NBD,ENEMMEA6RXO,57755.3,AED,MT760,2019,Incoming,Interbank Settlement,Caribbean,Middle East,MT
5722,Bank of America,BOABAPYTBUG,Dubai Islamic Bank,DIBDMEA5E82,37107.96,USD,MT799,2022,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
5723,BNP Paribas,BPBNSAGC7SV,Barclays,BBARCAJJO3R,274130.35,USD,MT910,2018,Incoming,Corporate Payment,South Asia,North America,MT
5724,Credit Suisse,CSCREUD3JR5,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,7676.4,EUR,MT799,2022,Outgoing,Trade Finance,Europe,Middle East,MT
5725,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,First Abu Dhabi Bank,FADBMEA2699,33109.69,USD,MT202,2018,Incoming,Interbank Settlement,Asia Pacific,Middle East,MT
5726,JPMorgan Chase,JCJPCSPOOGD,United Arab Bank,UABUMEAPCIA,16520.89,GBP,MT910,2019,Outgoing,Loan Disbursement,Central Asia,Middle East,MT
5727,Citibank,CCITCSAWGWT,Dubai Islamic Bank,DIBDMEA5E82,3946.74,SGD,MT760,2020,Outgoing,Trade Finance,Central Asia,Middle East,MT
5728,Citibank,CCITCSAWGWT,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,6182.72,EUR,MT950,2019,Incoming,Corporate Payment,Central Asia,Middle East,MT
5729,Industrial and Commercial Bank of China,IACBCASEWNX,Commercial Bank of Dubai,CBODMEA7WUU,57942.37,USD,MT950,2018,Outgoing,FX Settlement,Caribbean,Middle East,MT
5730,Deutsche Bank,DBDEAFDWKG7,Bank of China,BOCBLAUE3HB,2337.96,EUR,MT910,2019,Outgoing,Trade Finance,Africa,Africa,MT
5731,Standard Chartered,SCSTSAJOP2N,Dubai Islamic Bank,DIBDMEA5E82,44569.75,GBP,MT950,2021,Outgoing,Investment,South Asia,Central Asia,MT
5732,Royal Bank of Canada,RBOCAPJ0UHW,Mashreq Bank,MBMAMEAE4ZY,13938.22,GBP,MT940,2020,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
5733,JPMorgan Chase,JCJPCSPOOGD,Mashreq Bank,MBMAMEAE4ZY,9096.63,EUR,MT700,2016,Outgoing,Corporate Payment,Central Asia,Middle East,MT
5734,Emirates NBD,ENEMMEA6RXO,Dubai Islamic Bank,DIBDMEA5E82,71062.75,USD,MT950,2016,Outgoing,Treasury Operations,Middle East,Middle East,MT
5735,Mashreq Bank,MBMAMEAE4ZY,Dubai Islamic Bank,DIBDMEA5E82,10294.58,EUR,MT799,2020,Incoming,Retail Payment,Middle East,Middle East,MT
5736,Abu Dhabi Commercial Bank,ADCBMEAD03P,Sharjah Islamic Bank,SIBSMEAWAQ7,4131.9,CNY,MT910,2023,Outgoing,Interbank Settlement,Middle East,Middle East,MT
5737,Goldman Sachs,GSGOAPYB7P0,Emirates NBD,ENEMMEA6RXO,9071.95,GBP,MT760,2018,Outgoing,Treasury Operations,Asia Pacific,Middle East,MT
5738,Wells Fargo,WFWENAPH7O1,First Abu Dhabi Bank,FADBMEA2699,3311.79,CAD,MT202,2020,Outgoing,Loan Disbursement,North America,Middle East,MT
5739,HSBC,HSBCSAJE8V3,Morgan Stanley,MSMOAFSRT5V,17979.93,EUR,MT760,2016,Outgoing,Trade Finance,South Asia,South Asia,MT
5740,Wells Fargo,WFWENAPH7O1,National Bank of Fujairah,NBOFMEAE56L,300211.08,USD,MT910,2016,Outgoing,FX Settlement,North America,Middle East,MT
5741,HSBC,HSBCSAJE8V3,Emirates NBD,ENEMMEA6RXO,215203.42,USD,MT760,2021,Incoming,Retail Payment,South Asia,Middle East,MT
5742,First Abu Dhabi Bank,FADBMEA2699,United Arab Bank,UABUMEAPCIA,56312.37,AED,MT940,2017,Outgoing,Interbank Settlement,Middle East,Middle East,MT
5743,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,33147.13,USD,MT760,2021,Incoming,Treasury Operations,Europe,Middle East,MT
5744,Royal Bank of Canada,RBOCAPJ0UHW,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,7683.79,GBP,MT700,2021,Incoming,Investment,Asia Pacific,Middle East,MT
5745,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,United Arab Bank,UABUMEAPCIA,5402.73,USD,MT202,2023,Outgoing,Retail Payment,Asia Pacific,Middle East,MT
5746,Morgan Stanley,MSMOAFSRT5V,Commercial Bank of Dubai,CBODMEA7WUU,15677.36,EUR,MT799,2020,Outgoing,Investment,Africa,Middle East,MT
5747,HSBC,HSBCSAJE8V3,Abu Dhabi Islamic Bank,ADIBMEAAD1L,422628.43,AED,MT760,2021,Outgoing,Retail Payment,South Asia,Middle East,MT
5748,Standard Chartered,SCSTSAJOP2N,Sharjah Islamic Bank,SIBSMEAWAQ7,15378.44,USD,MT700,2017,Outgoing,Trade Finance,South Asia,Middle East,MT
5749,Morgan Stanley,MSMOAFSRT5V,United Arab Bank,UABUMEAPCIA,119788.6,USD,MT760,2016,Outgoing,FX Settlement,Africa,Middle East,MT
5750,Abu Dhabi Commercial Bank,ADCBMEAD03P,Goldman Sachs,GSGOAPYB7P0,26317.78,GBP,MT950,2016,Incoming,Interbank Settlement,Middle East,North America,MT
5751,Barclays,BBARCAJJO3R,Mashreq Bank,MBMAMEAE4ZY,2845.81,USD,MT760,2017,Incoming,FX Settlement,Caribbean,Middle East,MT
5752,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Islamic Bank,ADIBMEAAD1L,23606.28,CAD,MT700,2015,Outgoing,Loan Disbursement,Middle East,Middle East,MT
5753,Deutsche Bank,DBDEAFDWKG7,First Abu Dhabi Bank,FADBMEA2699,6447.85,USD,MT700,2019,Outgoing,Interbank Settlement,Africa,South Asia,MT
5754,Wells Fargo,WFWENAPH7O1,Emirates NBD,ENEMMEA6RXO,87992.37,USD,MT910,2022,Incoming,FX Settlement,North America,Middle East,MT
5755,Royal Bank of Canada,RBOCAPJ0UHW,RAK Bank,RBRAMEAANF7,115286.26,AED,MT103,2022,Incoming,FX Settlement,Asia Pacific,Middle East,MT
5756,JPMorgan Chase,JCJPCSPOOGD,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,3340.77,GBP,MT910,2016,Outgoing,Retail Payment,Central Asia,Central Asia,MT
5757,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,86575.42,EUR,MT910,2020,Outgoing,Investment,Caribbean,Middle East,MT
5758,Citibank,CCITCSAWGWT,Morgan Stanley,MSMOAFSRT5V,78138.53,USD,MT202,2018,Outgoing,Investment,Central Asia,Asia Pacific,MT
5759,Industrial and Commercial Bank of China,IACBCASEWNX,Mashreq Bank,MBMAMEAE4ZY,569364.75,AED,MT799,2019,Incoming,Investment,Caribbean,Middle East,MT
5760,HSBC,HSBCSAJE8V3,Abu Dhabi Islamic Bank,ADIBMEAAD1L,8146.16,USD,MT950,2022,Incoming,Investment,South Asia,Middle East,MT
5761,Bank of China,BOCBLAUE3HB,Commercial Bank of Dubai,CBODMEA7WUU,3343.01,GBP,MT760,2015,Outgoing,Investment,Latin America,Middle East,MT
5762,Industrial and Commercial Bank of China,IACBCASEWNX,Citibank,CCITCSAWGWT,109053.36,GBP,MT910,2019,Incoming,Corporate Payment,Caribbean,Africa,MT
5763,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Emirates NBD,ENEMMEA6RXO,12385682.73,AED,MT910,2017,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT
5764,Mashreq Bank,MBMAMEAE4ZY,Abu Dhabi Islamic Bank,ADIBMEAAD1L,16066.56,AED,MT799,2019,Outgoing,FX Settlement,Middle East,Middle East,MT
5765,Barclays,BBARCAJJO3R,Morgan Stanley,MSMOAFSRT5V,68142.25,SGD,MT202,2022,Outgoing,Trade Finance,Caribbean,Africa,MT
5766,Citibank,CCITCSAWGWT,United Arab Bank,UABUMEAPCIA,17091.5,USD,MT700,2015,Outgoing,Interbank Settlement,Central Asia,Middle East,MT
5767,UBS,UBSXCAE3O4P,Commercial Bank of Dubai,CBODMEA7WUU,19707.09,AED,MT950,2017,Incoming,Investment,Caribbean,Middle East,MT
5768,Morgan Stanley,MSMOAFSRT5V,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,12343.73,USD,MT760,2021,Incoming,Treasury Operations,Africa,Middle East,MT
5769,Industrial and Commercial Bank of China,IACBCASEWNX,Morgan Stanley,MSMOAFSRT5V,14824.95,USD,MT202,2017,Incoming,FX Settlement,Caribbean,Africa,MT
5770,Dubai Islamic Bank,DIBDMEA5E82,Dubai Islamic Bank,DIBDMEA5E82,78509.12,USD,MT700,2021,Incoming,Investment,Middle East,Middle East,MT
5771,Morgan Stanley,MSMOAFSRT5V,Abu Dhabi Islamic Bank,ADIBMEAAD1L,1036.86,CNY,MT950,2017,Outgoing,FX Settlement,Africa,Middle East,MT
5772,Abu Dhabi Commercial Bank,ADCBMEAD03P,Abu Dhabi Commercial Bank,ADCBMEAD03P,6408280.0,JPY,MT103,2015,Outgoing,Interbank Settlement,Middle East,Middle East,MT
5773,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Sharjah Islamic Bank,SIBSMEAWAQ7,244562.11,USD,MT799,2023,Outgoing,Treasury Operations,Asia Pacific,Middle East,MT
